id,beds,baths,size,furnish,area_1,area_2,area_3,area_4,area_5,id,description,referral,price,type,rent,postDate
3707,NULL,1,375,No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3707,CHILLER FREE | 1 MONTH FREE | BRAND NEW AND SPACIOUS | W/ KITCHEN APPLIANCES | BOOK NOW!,AZCO-ARJAN-SM-ALSYH-1BR-8603,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3708,2,2,"1,375",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3708,Golden Sands 2 BR Apt with Garden | No Commission,ARN-R-3139,"AED 90,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3709,1,1,800,No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3709,View of Burj Al Arab | Furnished | Beach,bsl_BSA204063_L,"AED 100,000 /yr",apartment,NULL,"September 19th, 2020"
3710,NULL,1,527,No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3710,PAY 4CHQS | CHILLER FREE | 5MINS TO METRO  @38K,PARK-MARINA2-SAME923,"AED 38,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3711,2,3,"1,450",No,UAE,Dubai,Arjan,Siraj Tower,NULL,3711,one bedroom in jlt cluster D near metro and tram,1682-Ap-R-0103,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3712,1,1,680,No,UAE,Dubai,Al Barsha,Al Barsha 1,NULL,3712,Prestigious Fully Furnished Studio in Majestine Tower,759-Ap-R-0664,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
3713,1,2,890,No,UAE,Dubai,Dubai Marina,Marina First Tower,NULL,3713,PAY 6CHQS | SERVICED HOTEL APT. | FULLY FURNISHED STUDIO,MIL-JVC2-JUN923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3714,2,3,"1,500",No,UAE,Dubai,Muhaisnah,Muhaisnah 4,NULL,3714,EMIRATES CLUSTER | EMR-20 | NEXT TO BUS STOP.,A1812872,"AED 23,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3715,1,1,"1,098",No,UAE,Dubai,Al Qusais,Al Nahda 1,NULL,3715,SPACIOUS BRAND NEW 2 BEDROOM | FULL LAKE VIEW.,A1808941,"AED 44,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3716,2,3,"1,992",No,UAE,Dubai,Dubai Festival City,NULL,NULL,3716,AC Free Dewa Free Maintenance Free Beautifull Studio,NULL,"AED 29,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3717,NULL,1,371,No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3717,"2 Bedroom, 3 Bath House with AC free...",ar-api-2b-1a,"AED 84,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3718,2,2,"1,400",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3718,2 BEDROOM | AC FREE | NEXT TO METRO,A1449070,"AED 65,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3719,2,2,"1,200",No,UAE,Dubai,Dubai Sports City,Oasis Tower 1,NULL,3719,1 BEDROOM | NEXT TO BUS STOP | EMIRATES CLUSTER,A1775109,"AED 22,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3720,2,3,"1,675",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3720,"Brand New Apartment-2 BR for rent-OPC Area -Bur Dubai-HOT OFFER- 53,000/-",al bastaki-1,"AED 53,000 /yr",apartment,Yearly,"September 23rd, 2020"
3721,1,2,"1,050",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3721,Massive 2 Bedroom Flat For Rent.,A1763762,"AED 70,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3722,2,2,"1,400",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3722,Brand New | 2 Bedroom Hall | Canal View.,A1797566,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3723,3,3,"1,450",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3723,BACHELOR ALLOWED CLOSE TO METRO,A1770547,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3724,1,2,"1,180",No,UAE,Dubai,Barsha Heights (Tecom),Two Tower A,NULL,3724,2 Bedroom with Maid room Available for Rent.,A1770488,"AED 68,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3725,1,2,975,No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3725,Tecom Spacious 2 Bed Room Hall Only 50k,A1770466,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3726,1,2,780,No,UAE,Dubai,International City,Emirates Cluster,NULL,3726,2 Bed Plus Laundry Close Kitchen Chiller Free In Two Tower,Two Tower,"AED 77,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3727,NULL,1,350,No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3727,FURNISHED 1 BEDROOM | PAY MONTHLY,A1737516,"AED 39,999 /yr",apartment,Monthly,"September 23rd, 2020"
3728,2,2,"1,200",No,UAE,Dubai,Dubai Sports City,Oasis Tower 1,NULL,3728,1 BEDROOM | FURNISHED |  PARKING,A1599370,"AED 49,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3729,3,3,"1,950",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3729,LARGE 2 BEDROOM HALL | 13 MONTH | AC FREE..,A1809285,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3730,2,2,900,No,UAE,Dubai,Dubai Industrial Park,Al Haseen Residences,NULL,3730,LARGE 1 BEDROOM HALL | AC FREE | BALCONY.,A1809277,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3731,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3731,1 BEDROOM | 2 BATH | TERRACE | 13 MONTH.,A1578684,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3732,1,2,"1,180",No,UAE,Dubai,Barsha Heights (Tecom),Two Tower A,NULL,3732,PANORAMIC VIEW | 2 BEDROOM + STUDY | AC FREE..,A1813537,"AED 99,999 /yr",apartment,Yearly,"September 23rd, 2020"
3733,1,2,920,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3733,We have the wonderful Studio /1 bath.,A1423096,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3734,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,3734,STAFF ACCOMMODATION | BACHELOR | NEXT TO METRO,A1806067,"AED 50,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3735,2,3,"1,450",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3735,1 bedroom hall | ac free | kitchen appliances,ar-sha-1b-4ad,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3736,2,4,"1,600",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3736,Bright Studio Next To Metro For Rent.,A1775104,"AED 34,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3737,1,2,828,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,3737,Furnished 2BR+store/maid in Siraj Tower,1035-Ap-R-7440,"AED 64,500 /yr",apartment,Quarterly,"September 23rd, 2020"
3738,NULL,1,525,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3738,DIRECT FROM LANDLORD | NO COMMISSION | 1 B H K  in Al Barsha Valley,BV-APT. 706,"AED45,000 for 1-2 cheques",apartment,Biyearly,"September 21st, 2020"
3739,1,2,722,No,UAE,Dubai,JVC Jumeirah Village Circle,AKA Residence,NULL,3739,Large 1BHK | Closed Kitchen  | Kitchen Appliances | For Rent,1377-Ap-R-0672,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
3740,NULL,1,424,No,UAE,Dubai,Arjan,Siraj Tower,NULL,3740,Spacious Living 2 Br for Rent at Muhaisnah 4,1377-Ap-R-0524,"AED 47,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3741,2,2,"1,800",No,UAE,Dubai,Oud Metha,NULL,NULL,3741,Spacious 1bhk | Chiller Free | On Promotion,A1732133,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
3742,1,2,820,No,UAE,Dubai,Dubai Silicon Oasis,Spring Oasis,NULL,3742,1 month free | Free maintenance | Rent online,1598685585,"AED 113,000 /yr",apartment,Monthly,"September 23rd, 2020"
3743,1,2,900,No,UAE,Dubai,Arjan,Vincitore Boulevard,NULL,3743,Studio | Closed Kitchen | No Commission | 26000,NHD-0405,"AED 26,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3744,1,1,750,No,UAE,Dubai,Downtown Dubai,Burj Views,NULL,3744,Family | 2 Bedroom Hall | Next to Metro,A1805501,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3745,2,3,"1,464",No,UAE,Dubai,Al Jaddaf,NULL,NULL,3745,Ultra-Quiet Apartment with full canal view,A1805497,"AED 45,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3746,3,4,"1,680",No,UAE,Dubai,Business Bay,Residence 110,NULL,3746,Extra Large 2 Bedroom Hall with Store Room,A1770497,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3747,1,2,925,No,UAE,Dubai,Arjan,Siraj Tower,NULL,3747,Looking for A Bigger Place…Try Us,A1805498,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3748,2,3,"1,480",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,3748,2 Bedroom Hall | Balcony | Rent 50k,A1770437,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3749,1,2,820,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,3749,3 Bedroom With Maid Room For Rent.,A1763766,"AED 69,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3750,1,2,860,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 18,NULL,3750,TWO TOWER | HUGE 1 BEDROOM | FREE AC.,A1725483,"AED 54,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3751,2,2,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3751,1 Bedroom | Large Size | 13 Month,A1775427,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3752,NULL,1,500,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,3752,Bright 1 Bedroom Hall With Balcony.,A1797565,"AED 23,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3753,1,2,"1,500",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3753,TECOM STUDIO APARTMENT WITH AC FREE,A1775442,"AED 29,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3754,1,2,800,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,3754,FULL CANAL VIEW | BRAND NEW | MASSIVE BALCONY,A1809006,"AED 45,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3755,1,2,802,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3755,3 BEDROOM | BIG BALCONY | NEXT TO METRO,arr,"AED 85,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3756,1,2,"1,150",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3756,Spacious 2 Bedroom | Brand New | open Kitchen,A1809013,"AED 40,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3757,1,2,820,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3757,TWO TOWER | 2 BEDROOM |LAUNDRY|AC FREE,A1735104,"AED 77,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3758,1,2,820,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3758,1 BEDROOM | 1180 SQFT | AC FREE.,A1725420,"AED 54,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3759,2,3,"1,450",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3759,Furnished | Brand New Furniture | Pool View,AZCO-JVC-AS-PLZ-1BR-0312,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3760,NULL,1,420,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3760,LUXURIOUS 1BHK | MAID ROOM | ONE MONTH FREE | FITTED KITCHEN | READY TO MOVE,AZCO-3629-WASI-HYATI-1BHK,"AED 64,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3761,NULL,1,475,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3761,HIGH END FITTINGS | EXTRAORDINARY BEDROOM | CALL FOR VIEWING,AZCO-JVC-KD-WLD-2BR-0927,"AED 75,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3762,NULL,1,485,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3762,Most Beautiful 2BHK Maid /Fully Panoramic/Golf View/Modern open kitchen/best layout grab the deal,AZCO-0880-HR-REEF(2),"AED 72,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3763,2,2,"1,350",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3763,READY TO MOVE IN | LUXURIOUS 1BR | CALL NOW!,AZCO-JVC-ZOH-CHMP-1BR-9023,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3764,1,2,910,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,3764,"Summer Offer/Stunning studio/incredible layout/High end finish/free maintenance/only 29,999",AZCO-8162-WASI-1BR,"AED 29,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3765,1,2,930,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3765,SOPHISTICATED AND GLAMOROUS UNIT | HUGE BALCONY| GRAB KEYS TODAY,AZCO-JVC-AN-AKA-1BR-0420,"AED 42,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3766,1,1,720,No,UAE,Dubai,JVC Jumeirah Village Circle,Diamond Views,NULL,3766,Specious | Fully Furnished | Studio For Rent,1035-Ap-R-7439,"AED 27,500 /yr",apartment,Quarterly,"September 23rd, 2020"
3767,NULL,1,519,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3767,Spacious 2BHK with Play Area in the Building,A1638484,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3768,NULL,1,600,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,3768,** AMAZING 1 BEDROOM IN SPRING OASIS - DSO **,PL-ARM-SPR,"AED  35,000 BY 1 CHEQUE",apartment,Yearly,"September 23rd, 2020"
3769,2,2,"1,133",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3769,Luxury is here | Brand New | Kitchen Equipped,AZCO-ARJAN-UM-VB-1BR-1872,"AED 49,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3770,4,5,"3,210",Yes,UAE,Dubai,Dubai Marina,Elite Residence,NULL,3770,CHILLER FREE 1BR FOR RENT IN BURJ VIEWS DOWNTOWN,1785-Ap-R-0015,"AED 55,000 /yr",apartment,NULL,"September 23rd, 2020"
3771,1,1,445,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,3771,1 month free | Community view | Rent online,1598435895,"AED 70,000 /yr",apartment,Monthly,"September 23rd, 2020"
3772,2,3,"1,412",No,UAE,Dubai,JBR Jumeirah Beach Residence,Amwaj,NULL,3772,Direct From Developer  - Luxury Brand New 3 BR - Fully Equipped Kitchen -Business Bay,NTDE,"AED 99,500 /yr",apartment,Quarterly,"September 23rd, 2020"
3773,4,6,"3,376",Yes,UAE,Dubai,Downtown Dubai,NULL,NULL,3773,Specious | Fully Furnished | Sanctuary 1BR,1035-Ap-R-7441,"AED 42,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3774,2,3,"1,310",Yes,UAE,Dubai,Downtown Dubai,NULL,NULL,3774,Most Luxurious 2BHK | Maids Room | Pool view in Season community JVC,AZCO-JVC-AM-SUM-2BR-1450,"AED 64,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3775,1,1,657,No,UAE,Dubai,JVC Jumeirah Village Circle,Diamond Views,NULL,3775,NO COMMISSION | NO DEPOSIT | AMAZING 1BR,AZCO-JVC-AM-VEN-1BR-0421,"AED 39,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3776,1,2,750,No,UAE,Dubai,International City,Greece Cluster,NULL,3776,Spacious 1BR/Excellent Finishing/Balcony/Call Now For Booking/42K,AZCO-6589-ZA-SDN,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
3777,2,3,"1,450",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3777,BEST DEAL | 1 MONTH FREE | 2BR | LUXURIOUS FINISHING| LOWEST EVER,AZCO-JVC-MKK-R10-2BR-7158,"AED 62,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3778,1,2,786,No,UAE,Dubai,JVC Jumeirah Village Circle,Flamingo Building,NULL,3778,BRAND NEW | HUGE SIZE | MAINTENANCE FREE | MULTIPLE CHEQUES,AZCO-JVC-ZA-UNI-STD-3601,"AED 25,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3779,1,2,"1,150",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3779,FOR TERRACE LOVERS BRAND NEW APARTMENT HUGE SIZE   GRAB KEYS TODAY ONLY 45/K,AZCO-3137-KD-LO20,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3780,2,3,"1,400",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3780,Ground Floor 1BHK Pool View with Storage Room Massive Private Garden,AZCO-5467-AS-1B-EVRG,"AED 43,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3781,1,2,754,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3781,HIGH END FINISHING | FITTED KITCHEN | READY TO MOVE | MULTIPLE CHEQUES,AZCO-JVC-ZA-OXF-1BR-0066,"AED 46,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3782,NULL,1,436,Yes,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas East,NULL,3782,Unique Lay-out | Captivating View Balcony| Ready to Move,AZCO-JVC-BB-HSSN-1BR-1665,"AED 41,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3783,NULL,1,436,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas East,NULL,3783,"High Quality 1BHK/ Brand New / Free Maintenence / Multiple Cheques, Limited Time Offer",AZCO-AM-0632-ARV2,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3784,2,2,963,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3784,Great Finishing !! Ready to Move !! Spacious Units !! call Noe For Viewing,AZCO-JVC-ZOH-SHH-1BR-5003,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3785,1,2,"1,123",No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,3785,"SMARTLY PRICE | VALUABLE AND REASONABLE | MUST VIEW, MUST RENT",AZCO-JVC-AM-WLD-2BR-6152,"AED 74,998 /yr",apartment,Quarterly,"September 23rd, 2020"
3786,NULL,1,340,Yes,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas West,NULL,3786,A Luxurious Place To Stay In Jvc | With Kitchen Applinces I Rent Now,AZCO-0084-HR-OXF(S),"AED 32,999 /yr",apartment,Monthly,"September 23rd, 2020"
3787,1,1,595,Yes,UAE,Dubai,Dubai Production City (IMPZ),Lakeside Tower C,NULL,3787,IDEAL DEAL! EXCELLENT AND BIG SIZE | POOL VIEW |AC W/ DEWA | PRIME LOCATION,AZCO-7238-AL-OC,"AED 24,998 /yr",apartment,Biyearly,"September 23rd, 2020"
3788,1,2,754,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3788,SUPERB UNIT W/ BIG TERRACE | FREE MAINTENANCE | NEAR SUPERMARKET |EXCELLENT FINISHING,AZCO-JVC-AL-TAS-STD-2006,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3789,NULL,1,438,Yes,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3789,Brand New 2BHK Close Kitchen Park View Best Faciality Building,AZCO-JVC-AS-R10-2BR-0491,"AED 58,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3790,1,1,595,Yes,UAE,Dubai,Dubai Production City (IMPZ),Lakeside Tower C,NULL,3790,Luxurious Brand New 1BHK Apartment I Balcony I Modern kitchen Ready to move,AZCO-AM-9810-LA R,"AED 49,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3791,NULL,1,438,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3791,Pay Monthly Live in Modern Building/ Fitted kitchen/Free Maintenance/Grab the deal now 46k,AZCO-7191-WASI-ALFA,"AED 45,999 /yr",apartment,Monthly,"September 23rd, 2020"
3792,NULL,1,340,Yes,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas West,NULL,3792,DECENT UNIT| NICE LAY-OUT| SECURE COMMUNITY| CLOSE TO JVC EXIT|,AZCO-AN-1BR-1BR,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3793,NULL,1,452,Yes,UAE,Dubai,Arjan,NULL,NULL,3793,A Specious Studio In Reef Residence | Golf View | Ready To Move In | Grab Keys Now,AZCO-1042-HR-REEF(S),"AED 29,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3794,1,2,950,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3794,Spacious Beautiful Studio | Fitted Kitchen | High End Finish| Best layout |Store room| Now Only @32K,Azco-9964-wasi-sand-std,"AED 31,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3795,NULL,1,484,No,UAE,Dubai,International City,Spain Cluster,NULL,3795,BEST DEAL | LUXURY 2BHK | FULLY FITTED KITCHEN | PRIME LOCATION | BEST PRICE,AZCO-1510-WASI-ET-2BHK,"AED 84,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3796,NULL,1,484,No,UAE,Dubai,International City,England Cluster,NULL,3796,Special Offer Furnished 4 Bed | Sea View,BAA-R-7624,"AED 200,000 /yr",apartment,Yearly,"September 16th, 2020"
3797,2,2,"1,297",No,UAE,Dubai,Dubai Land,Liwan,NULL,3797,Fully Furnished / Close to Metro / Ready to Move In,YL-R-DG1-1BR,"AED 38,000 /yr",apartment,NULL,"September 23rd, 2020"
3798,2,2,"1,115",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3798,View Today  14th August | Vacant | Part Furnished,BHM-R-40322,"AED 72,500 /yr",apartment,Yearly,"September 23rd, 2020"
3799,2,3,"1,313",No,UAE,Dubai,Business Bay,MBK Tower,NULL,3799,On the top | 4 bed Penthouse| Limited Unit,LC-R-13050,"AED 590,000 /yr",apartment,NULL,"September 23rd, 2020"
3800,1,1,464,Yes,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,3800,Spacious Burj Fountain view | High Floor,LC-R-13065,"AED 145,000 /yr",apartment,NULL,"September 23rd, 2020"
3801,2,3,"1,409",No,UAE,Dubai,Al Jaddaf,NULL,NULL,3801,POOL VIEW | EXCELLENT 1BR | AMAZING DEAL,AZCO-JVC-AN-DV3-1BR-0891,"AED 32,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3802,1,1,700,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas West,NULL,3802,large BR -  Greece cluster -  k  -  13,pb Greece BR -   K   -  13,"AED 22,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3803,1,2,750,No,UAE,Dubai,International City,Emirates Cluster,NULL,3803,Best Layout and Fitted Kitchen 2BHK Apartment with Laundry Room,AZCO-8146-HR-MAR,"AED 74,999 /yr",apartment,Yearly,"September 23rd, 2020"
3804,2,3,"1,200",No,UAE,Dubai,Dubai Land,Liwan,NULL,3804,Awesome Deal | Brand New 1 BHK | Polished Finishing| Extensive Kitchen,AZCO-JVC-ZA-FLM-1BR-5455,"AED 59,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3805,NULL,1,484,No,UAE,Dubai,International City,Greece Cluster,NULL,3805,Spacious Living | Captivating View from Balcony | Ready to Move,AZCO-JVC-AR-HSSN-1BR-5942,"AED 41,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3806,NULL,1,484,No,UAE,Dubai,International City,Morocco Cluster,NULL,3806,LUXURIOUS BRAND NEW 2BHK|High End Finish | FITTED CLOSE KITCHEN | BEST LAYOUT | BEST AMENITIES | REA,AZCO-3775-WASI-SOUTH-3BHK,"AED 69,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3807,NULL,1,480,No,UAE,Dubai,International City,Emirates Cluster,NULL,3807,SPACIOUS - UPGRADED 1BR @48K,DIA4-MARINA2-IRF923,"AED 48,000 /yr",apartment,Yearly,"September 23rd, 2020"
3808,1,1,480,No,UAE,Dubai,International City,Russia Cluster,NULL,3808,STD WITH BALCONY @32K | FULL LAKE VIEW,ARCH-JLT1-IRF567,"AED 32,000 /yr",apartment,Yearly,"September 23rd, 2020"
3809,1,2,884,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3809,SPACIOUS STD @32K | FULL LAKE VIEW,ARCH-JLT-IRF567,"AED 32,000 /yr",apartment,Yearly,"September 23rd, 2020"
3810,1,1,700,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,3810,2BR IN PRIME LOCATION @52K,DIA2-MARINA2-IRF923,"AED 52,000 /yr",apartment,Yearly,"September 23rd, 2020"
3811,1,2,"1,100",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 1,NULL,3811,MASSIVE 1BR | STUDY | BALCONY @58K,GOLD1-JLT2-IRF923,"AED 58,000 /yr",apartment,Yearly,"September 23rd, 2020"
3812,1,2,"1,100",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 1,NULL,3812,COMPLETELY FURNISHED STD IN JLT @35K | PERFECTLY SITUATED,GOLD2-JLT1-IRF567,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
3813,1,2,834,No,UAE,Dubai,JVC Jumeirah Village Circle,GMM Tower 1,NULL,3813,FURNISHED 1BR @32K,LAKE-IMPZ1-IRF923,"AED 32,000 /yr",apartment,Yearly,"September 23rd, 2020"
3814,1,2,884,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3814,NEWLY UPGRADED 1BR @48K,DIA4-MARINA1-IRF923,"AED 48,000 /yr",apartment,Yearly,"September 23rd, 2020"
3815,1,2,917,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3815,FULLY FURNISHED @30K,DIA2-MARINA3-IRF923,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
3816,2,3,"1,600",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3816,SIZE-ABLE 1BR | FURNISHED @32K,LAKE-IMPZ-IRF923,"AED 32,000 /yr",apartment,Yearly,"September 23rd, 2020"
3817,NULL,1,470,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3817,PRIME LOCATION | FULLY FURNISHED @30K,DIA2-MARINA4-IRF923,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
3818,1,2,896,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3818,PRESTIGIOUS COMMUNITY TO LIVE-IN | FULLY FURNISHED STD @35K,GOLD2-JLT-IRF567,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
